identifiant,pays_code,pays,secteur_activite_code,secteur,denomination_sociale,adresse_1,adresse_2,adresse_3,adresse_4,code_postal,ville
TZOCQOZK,[FR],FRANCE,[DM],Dispositifs médicaux,IMACTIS,5 AVENUE DU GRAND SABLON,"","","",38700,LA TRONCHE
QPFMVOGC,[IE],IRLANDE,[MED],Médicaments humains,NPS Pharma Holdings Limited,Grand Canal House,1 Grand Canal Street Upper,"","",4,Dublin
OMTAFBWU,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,CVRx Inc.,"9201 West Broadway Avenue, Suite 650","","","",MN 55445,Minneapolis
ELOGQZNW,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,Sirtex Medical Europe GmbH,Joseph-Schumpeter-Allee 33,"","","",53227,Bonn
HYFWNJVZ,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,Julius Zorn GmbH,Juliusplatz 1,"","","",86551,Aichach
QXHOJWVW,[MC],MONACO,[MED],Médicaments humains,LABORATOIRE DES GRANIONS,7 RUE DE L'INDUSTRIE,LE MERCATOR,"","",98000,MONACO
NUPMYFYL,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,Sage Products LLC,3909 Three Oaks Road,"","","",60013,Cary 
QGSCIZDN,[DE],ALLEMAGNE,[MED],Médicaments humains,Lipomed GmbH,Hegenheimer Strasse 2,"","","",79576,Weil am Rhein
JBLEZJAH,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,DRÄGER MEDICAL GmbH,Moislinger Allee 53-55,"","","",23558,LÜBECK
RHMRNLLK,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,Lohmann & Rauscher International GmbH & Co KG,Westerwaldstrasse 4,"","","",56579,Rengsdorf
ZOOMTMST,[FR],FRANCE,[AUT],Autres,HAVAS LIFE PARIS,29-29 Quai de Dion Bouton,"","","",92800 ,PUTEAUX
IQLGRADO,[FR],FRANCE,[AUT],Autres,VIVACTIS MEDICAL EDUCATION,114 avenue Charles de Gaulle,"","","",92200,NEUILLY SUR SEINE
TFNDGBEN,[FR],FRANCE,[DM],Dispositifs médicaux,H4D,92 avenue Kléber ,"","","",75016,Paris
IWZZOHJY,[US],ÉTATS-UNIS,[PA],Prestataires associés,"R-Squared Services and Solutions, Inc.",29 Emmons Drive,Building B,"","",08540,Princeton NJ
ZIVOVAEO,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,DFine Europe GmbH,Dynamostr.3,"","","",68165,Mannheim
MKYXZKKM,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,Cerus Corporation,2550 Stanwell Drive,California,"","",94520,Concord
UNJUJPSC,[FR],FRANCE,[DM],Dispositifs médicaux,Align Technology SAS,83-87 rue de Paris,"","","",92100,Boulogne-Billancourt
UXZRHBFE,[FR],FRANCE,[DM],Dispositifs médicaux,DISMEDIS,5 avenue Victor Hugo,"","","",84110 ,VAISON LA ROMAINE
WLIYIISM,[CH],SUISSE,[DM],Dispositifs médicaux,Nobel Biocare Services AG,Balz Zimmerman Strasse 7,"","","",8302,Kloten
NTDILKPH,[RU],"RUSSIE, FÉDÉRATION DE",[DM],Dispositifs médicaux,Nobel Biocare Russia LLC,"Stanislavskogo str., 21. build 2","4-th Lesnoy pereulok, build 4,","","",125047 ,Moscou
ZGTUKSVF,[FR],FRANCE,[DM],Dispositifs médicaux,SANTEN,1 Rue Pierre fontaine Batiment Genavenir IV,"","","",91000,Evry
UJFOMHUR,[US],ÉTATS-UNIS,[MED],Médicaments humains,Vertex Pharmaceuticals Incorporated,50 Northern Avenue,"","","",02210,"Boston, MA"
VSGBYBRC,[FR],FRANCE,[AUT],Autres,carco,6 cité paradis,"","","",75010,PARIS
REXTNNGR,[FR],FRANCE,[DM],Dispositifs médicaux,ADS CHAMPAGNE ARDENNE,19 RUE LOUIS LEPRINCE RINGUET,"","","",51000,CHALONS EN CHAMPAGNE
XVWKTYHO,[FR],FRANCE,[DM],Dispositifs médicaux,VOLUNTIS,58 AVENUE DE WAGRAM,58 AVENUE DE WAGRAM,58 AVENUE DE WAGRAM,58 AVENUE DE WAGRAM,75017,PARIS
GPYIUXVU,[CH],SUISSE,[DM],Dispositifs médicaux,CAREFUSION SWITZERLAND 317 Sàrl,Z.A. Vers-la-Pièce n°10,"","","",1180,ROLLE
ORRKHEZA,[MC],MONACO,[MED],Médicaments humains,EUROPHTA,2 RUE DU GABIAN,Les industries,"","",98000,MONACO
SJWLGFSX,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,"Penumbra, Inc.",1351 Harbor Bay Parkway ,"","","",94502,Alameda
FMYHMWRX,[NL],PAYS-BAS,[DM],Dispositifs médicaux,SPECTRANETICS INTERNATIONAL B.V.,"Plesmanstraat 6,","","","",3833LA,LEUSDEN
OCWMUJPN,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,CARL ZEISS MEDITEC AG,MAX DOHRN STRASSE 8-10,"","","",10589,BERLIN
JGGNMVCP,[IE],IRLANDE,[MED],Médicaments humains,Olympus Biotech International,International Science centre,Block 2,National Technology Park,Castletroy,00000,Limerick
BSWUWZXL,[FR],FRANCE,[AUT],Autres,AUDIOCONSULTING,16 A rue des Abeilles,"","","",13001,MARSEILLE
ILGLQIYM,[FR],FRANCE,[DM],Dispositifs médicaux,EXPERF NORMANDIE,94 Rue Louis Blériot,ZAC de la Bretèque,"","",76230,BOIS GUILLAUME
RMIOXEIH,[FR],FRANCE,[DM],Dispositifs médicaux,EXPERF LORRAINE,9001 Route de Champey,"","","",54700,PONT DE MOUSSON
YSKUYXJD,[FR],FRANCE,[AUT],Autres,GENBIOTECH,280 RUE DE GOA,ZI LES TROIS MOULINS,PARC DE SOPHIA ANTIPOLIS,BP 60053,06901,SOPHIA ANTIPOLIS CEDEX
ZNBVVRCS,[FR],FRANCE,[AUT],Autres,OCP REPARTITION,2 RUE GALIEN,"","","",93400,SAINT-OUEN
USFYKUXA,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,"Hansen Medical, Inc.",800 East Middlefield Road,"","","",94043,Mountain View CA
TRCRDFRH,[ES],ESPAGNE,[DM],Dispositifs médicaux,mark'ennovy SARL,Ronda el Carralero 25 ,"","","",28022,Majadahonha
ZPZXRBXL,[FR],FRANCE,[MED],Médicaments humains,NEXMED PHARMA,13 rue Biscornet,"","","",75012,Paris
BGUTGDVE,[FR],FRANCE,[PC],Produits cosmétiques,LABORATOIRE MENE ET MOY,5 chemin des Presses,Technopolis,"","",06800,CAGNES SUR MER
IKCSKBZI,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES CHAIX ET DU MARAIS,"7, RUE LABIE","","","",75017,PARIS
CDBAATID,[FR],FRANCE,[DM],Dispositifs médicaux,INOVITALE,2090 ROUTE DES MILLES,IMPASSE OPALINE BAT B,"","",13510,EGUILLLES
FHYIYVOR,[US],ÉTATS-UNIS,[DM],Dispositifs médicaux,Sequent Medical Inc.,11A Columbia,"","","",CA 92656,Aliso Viejo
JZJJCSWM,[FR],FRANCE,[PC],Produits cosmétiques,CENTRALE DES PEELINGS,5 chemin des Presses,Technopolis,"","",06800,CAGNES SUR MER
MQAQXWSM,[FR],FRANCE,[DM],Dispositifs médicaux,SARL ETS M GRANDET,19 AVENUE COMLOMBE HARDELET,"","","",94500,CHAMPIGNY
RYTAOQDN,[CH],SUISSE,[DM],Dispositifs médicaux,Symbios Orthopédie SA,"1, avenue des Sciences","","","",1400,Yverdon-les-Bains
VTCLBTTD,[FR],FRANCE,[DM],Dispositifs médicaux,RIVORTHO,1 RUE DU PUITS,"","","",14920,MATHIEU
ENZHTZLQ,[FR],FRANCE,[PA],Prestataires associés,STETHOS,10 RUE TROYON ,"","","",92316 ,SEVRES CEDEX
LOWAOYOT,[BE],BELGIQUE,[DM],Dispositifs médicaux,Physiol,Liege Science Park,"Allée des noisetiers, 4","","",4031,Liège
FARGQKGO,[FR],FRANCE,[DM],Dispositifs médicaux,SONY EUROPE LIMITED,49-51 QUAI DE DION BOUTON,"","","",92800,PUTEAUX
SCMZMCOE,[FR],FRANCE,[DM],Dispositifs médicaux,GUILDE DES LUNETIERS,Avenue de Paris,Les Hédauves,"","",78550,BAZAINVILLE
AODJFJMD,[US],ÉTATS-UNIS,[MED],Médicaments humains,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,"","","",10591,Tarrytown (New York)
CILVDTHZ,[GB],ROYAUME-UNI,[DM],Dispositifs médicaux,THORATEC EUROPE LTD,Lakeview Court ,Ermine Business Park,Huntingdon ,"",PE29 6UA,CAMBS
IPUSEDVN,[FR],FRANCE,[DM],Dispositifs médicaux,CERC,17 rue du Théâtre,"","","",91300,Massy
YHJWBTLF,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,Abiomed GmbH,Neuenhofer Wg 3 ,"","","",52074,Aachen
BPQWPQFK,[FR],FRANCE,[DM],Dispositifs médicaux,PHARMA DOM,28 RUE D'ARCUEIL ,"","","",94 257,GENTILLY
CULGZWVT,[GB],ROYAUME-UNI,[AUT],Autres,Insight Research Group,11-13 Charterhouse Buildings,"","","",EC1M 7AP,Londres
YNNYMCQT,[FR],FRANCE,[MED],Médicaments humains,TROPHOS,CASE 931,PARC SCIENTIFIQUE DE LUMINY,"","",13288,MARSEILLE CEDEX 9
CGYQOJWT,[FR],FRANCE,[DM],Dispositifs médicaux,EV3 EUROPE S.A.S.,106/108 rue La Boétie,"","","",75008,PARIS
DDTIIMIZ,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,BIO-RAD Laboratories S.A.S.,3 Boulevard Raymond Poincaré,"","","",92430,MARNES LA COQUETTE
LZZZQCXW,[FR],FRANCE,[DM],Dispositifs médicaux,SAFIR DENTAIRE,10 rue Faraday,ZI du Phare,"","",33700,merignac
OFFMJHPH,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES PHARMY II,26 RUE DES GAUDINES,BATIMENT STRATEGY CENTER,"","",78100,SAINT GERMAIN EN LAYE
XYHIHUFO,[FR],FRANCE,[DM],Dispositifs médicaux,SYMATESE,Zone Industrielle Les Troques,"","","",69630,Chaponost
QXPOUTAR,[FR],FRANCE,[PC],Produits cosmétiques,LABORATOIRES M&L,Zone Industrielle Saint-Maurice ,"","","",04100 ,MANOSQUE
XDLANWGA,[FR],FRANCE,[PA],Prestataires associés,STETHOS INTERNATIONAL,10 RUE TROYON ,"","","",92316 ,SEVRES CEDEX
LBASSBIJ,[FR],FRANCE,[DM],Dispositifs médicaux,OXYPHARM,39 rue des augustins,"","","",76000,Rouen
WHGPVOUH,[FR],FRANCE,[PA],Prestataires associés,VOISIN CONSULTING,3 rue des Longs Prés,"","","",92100,Boulogne Billancourt
GAZVTCYS,[FR],FRANCE,[PC],Produits cosmétiques,Laboratoire Bioderma,75 cours Albert Thomas,6ème avenue,"","",69003,Lyon
ALHQHSCH,[US],ÉTATS-UNIS,[AUT],Autres,Communispace Corporation d/b/a C Space,290 Congress Street,"","","",02210,Boston
AADEBGMH,[FR],FRANCE,[AUT],Autres,HENRY SCHEIN FRANCE SCA,4 RUE DE CHARENTON,"","","",94140,ALFORTVILLE
TFKVRMTB,[FR],FRANCE,[MED],Médicaments humains,Laboratoires ETHYPHARM,179 Bureaux de la colline,"","","",92210,SAINT-CLOUD
BULRXVMP,[FR],FRANCE,[DM],Dispositifs médicaux,VITALITEC INTERNATIONAL,ZA VAGUE DE LA NOE,"","","",35680,DOMALAIN
BBAYGETV,[FR],FRANCE,[AUT],Autres,MV3 SAS,89 avenue aristide briand,"","","",92120,montrouge
FBCSIZCI,[FR],FRANCE,[DM],Dispositifs médicaux,MIELE SAS,9 AVENUE ALBERT EINSTEIN,"","","",93151 ,LE BLANC-MESNIL
WMFDLRZM,[FR],FRANCE,[DM],Dispositifs médicaux,CHEMO S.A. FRANCE,7 RUE VICTOR HUGO,"","","",92310,SEVRES
PBJDWCLT,[US],ÉTATS-UNIS,[PA],Prestataires associés,Segmedica,935 Sheridan Drive,Ste 120,"","",14150,Tonawanda
RLIJRHPK,[IE],IRLANDE,[DM],Dispositifs médicaux,AEROGEN,Galway Business Park,DANGAN,"","",99999,GALWAY
WSBRSKZH,[AU],AUSTRALIE,[DM],Dispositifs médicaux,Nanosonics Limite,"566, Gardeners Road",Unit 24,Alexandria,"",NSW 2015,Sydney
TVYWBVTG,[FR],FRANCE,[DM],Dispositifs médicaux,larm-o-tec,"33, Rue Gate Bourse","","","",85500,Les Herbiers
KSAGFMJY,[FR],FRANCE,[DM],Dispositifs médicaux,Laboratoire de correction auditive,41 rue Pasteur,"","","",51000,CHALONS EN CHAMPAGNE
BXSGTVMU,[FR],FRANCE,[PA],Prestataires associés,PERF-R,3 ALLEE DU CLOS TONNERRE,"","","",91120,PALAISEAU
NZYLSVFQ,[FR],FRANCE,[AUT],Autres,EUROFINS OPTIMED LYON,1 rue des Essarts,"","","",38610,GIERES
NXLSXFZL,[FR],FRANCE,[AUT],Autres,PHYTOCOM,1191 AVENUE DE LA RESISTANCE,CS5042,"","",83055,TOULON CEDEX
OGUDMBNI,[FR],FRANCE,[MED],Médicaments humains,Cubist Pharmaceuticals France,83 BD du Montparnasse,"","","",75006,Paris
FIUWAUTB,[FR],FRANCE,[AUT],Autres,ACT+ Consulting,"1, rue Henri Honoré d'Estienne d'Orves","","","",56100,LORIENT
TMQBTJCA,[FR],FRANCE,[DM],Dispositifs médicaux,SDC SOCIETE DES CENDRES,74 RUE BERTHIE ALBRECHT,"","","",94400,VITRY SUR SEINE
VYKBRNFJ,[FR],FRANCE,[DM],Dispositifs médicaux,OPTIQUE MENIVAL,PARC DE LA JAUFERTIE,25 AVENUE DU GENERAL DE GAULLE,"","",16800,SOYAUX
QXNNSVOQ,[GB],ROYAUME-UNI,[PA],Prestataires associés,Medicys Limited,152 StapleHurst Road,"","","",ME101QZ,Sittingbourne
HKGDEBMF,[FR],FRANCE,[PA],Prestataires associés,LPV,DIMEDO,455 rue Marcel Doret,"","",62100,Calais
WSXGGKKD,[FR],FRANCE,[DM],Dispositifs médicaux,VITALEA MEDICAL,39-41 rue des Augustins,"","","",76000,ROUEN
JLSLDVXR,[FR],FRANCE,[DM],Dispositifs médicaux,BOSTON SCIENTIFIC SAS,2 RUE RENE COUDRON,PARC DU VAL SAINT QUENTIN,BATIMENT H,"",78960,VOISIN LE BRETONNEUX
GFQPFQCJ,[FR],FRANCE,[DM],Dispositifs médicaux,ADVANCED BIONICS SARL,9 rue Maryse Bastié,CS90606,"","",69675,BRON CEDEX
VYDYXCAH,[FR],FRANCE,[PA],Prestataires associés,AUXESIA,8 Allée des Géraniums,"","","",69150,DECINES CHARPIEU
BPIBBFGP,[FR],FRANCE,[DM],Dispositifs médicaux,AUDITION CONSEIL FRANCE,6 RUE DE L'ABBE GROULT,"","","",75015,PARIS
ZDFBTOXQ,[FR],FRANCE,[AUT],Autres,CERI MEDICAL,15 RUE DU 19 JANVIER,"",15 RUE DU 19 JANVIER,15 RUE DU 19 JANVIER,92380,GARCHES
WCXGSUUK,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES ALTER,3 Avenue de la Baltique Za de Courtaboeuf ,"","","",91140,VILLEBON SUR YVETTE
ZUAMCNBQ,[FR],FRANCE,[DM],Dispositifs médicaux,BELLCO FRANCE,8 allée H. Lorentz,"Parc Haute Maison, Imm D 5",Champs sur Marne,"",77447,MARNE LA VALLEE CEDEX 2
PHEIDSLP,[FR],FRANCE,[AUT],Autres,LIVE ! BY GL EVENTS,59 QUAI RAMBAUD,"","","",69002,LYON
QLBKYDFZ,[DE],ALLEMAGNE,[MED],Médicaments humains,Otsuka Novel Products GmbH,Erika-Mann-Straße 21,"","","",80636,München
PAZGGUFI,[FR],FRANCE,[DM],Dispositifs médicaux,SARL DLMEDICAL,19 Boulevard du général Leclerc,"","","",59100,ROUBAIX
PMPICJFF,[FR],FRANCE,[DM],Dispositifs médicaux,IMPLANTS SERVICE ORTHOPEDIE,1 rue Jules Guesde,ZI du Bois de l'Epine,"","",91130,RIS ORANGIS
TMZIXECI,[FR],FRANCE,[DM],Dispositifs médicaux,sarl optique mesnard,Centre Commercial Cora,galerie marchande,rue clémenceau,"",59134,wattignies
IPFQAQBS,[FR],FRANCE,[DM],Dispositifs médicaux,sarl optique mesnard auchy,centre commercial carrefour,galerie marchande,route nationale porte des flandres,"",62138,auchy les mines
YVUXYQAE,[FR],FRANCE,[DM],Dispositifs médicaux,AUDITION LYON EST,253 AVENUE JEAN JAURES,"","","",69150,DECINES
FSUSAXFK,[FR],FRANCE,[DM],Dispositifs médicaux,SARL CENTRE DE L AUDITION,71 BOULEVARD DES ETATS UNIS,"","","",69008,LYON
MWMUNTFZ,[CN],CHINE,[DM],Dispositifs médicaux,KCI MEDICAL (CHINA) CO. LTD.,"UNIT 250, SUNYOUNG CENTER","N. 398, JIANGSU ROAD",CHANGNING DISTRICT,"",200050,SHANGHAI
MTXTXHLI,[JP],JAPON,[DM],Dispositifs médicaux,KCI KK JAPAN,"KIOICHO BLDG. 5F, 3-12 KIOICHO",CHIYODA-KU,"","",1020094,TOKYO
LRTAAHQQ,[DE],ALLEMAGNE,[AUT],Autres,PhoneResearch,Bramfelder Str. 121,"","","",22305,Hambourg
QYQDGFHE,[FR],FRANCE,[AUT],Autres,CPP INITIATIVES,9 avenue Victor Hugo,"","","",69160,Tassin-La-Demi-Lune
KKWFIQNO,[FR],FRANCE,[DM],Dispositifs médicaux,ALAIR & AVD,148 rue du Gué de Verthamont,"","","",87000,LIMOGES
ZEHPVPEX,[FR],FRANCE,[DM],Dispositifs médicaux,SUD OUEST ORTHOPEDIE,22 avenue d'Albi,"","","",81150,Marssac-sur-Tarn
TUJPPNVU,[DK],DANEMARK,[PA],Prestataires associés,NordiMED ApS,Tempovej 27,"","","",2750,Ballerup
TWXOTWCD,[FR],FRANCE,[PA],Prestataires associés,Aide aux Insuffisants Respiratoires de la Région Auvergne (A.I.R.R.A.),"12, rue du Pré-Comtal","","","",63100,Clermont-Ferrand
ODQPKDQQ,[FR],FRANCE,[PA],Prestataires associés,TARA SANTE,20B rue Louis Philippe,"","","",92200,Neuilly sur Seine
UAOYCZDB,[FR],FRANCE,[PA],Prestataires associés,ISIS NORMANDIE,4 BIS RUE DES TISSERANTS ZA LA DRONIERE,"","","",14123,IFS
MNKNIWMP,[FR],FRANCE,[PA],Prestataires associés,ISIS PARIS EST,35 RUE DE FONTARABIE,"","","",75020,PARIS
KFGDGMZA,[FR],FRANCE,[AUT],Autres,Sunnikan Consulting,8 Parvis de St Maur,"","","",94100,SAINT MAUR DES FOSSES
HJFNQKFC,[FR],FRANCE,[AUT],Autres,NEOS,58 RUE DE PARIS,RUE DE PARIS,"","",92100,BOULOGNE
CGNEHBKT,[IT],ITALIE,[MED],Médicaments humains,BRACCO IMAGING SPA,VIA E. FOLLI,"","","",20134,MILAN
SNAMVICC,[FR],FRANCE,[PA],Prestataires associés,Vital Images France Sarl,12/14 rond point des Champs Elysées,"","","",75008,Paris
QNVIXBGH,[FR],FRANCE,[MED],Médicaments humains,MEDA PHARMA,25 Bvd de l'Amiral Bruix,"","","",75016,Paris
QTZZQKUJ,[FR],FRANCE,[DM],Dispositifs médicaux,GACD,25 RUE BLEUE,"","","",75009,PARIS
FJBWXUHM,[FR],FRANCE,[DM],Dispositifs médicaux,ANTADIR,66 boulevard Saint Michel,"","","",75006,Paris
YJTECFTU,[FR],FRANCE,[MED],Médicaments humains,SUNSTAR FRANCE,55 - 63 rue Anatole France,"","","",92300,Levallois Perret
WWPUUIEQ,[FR],FRANCE,[AUT],Autres,CLINICPROSPORT SAS,5 RUE ELSA MORANTE,"","","",75013,PARIS
IAPMEUUR,[FR],FRANCE,[PA],Prestataires associés,MEDEXACT,137 rue d'aguesseau,"","","",92100,Boulogne billancourt
EAYICAXM,[FR],FRANCE,[DM],Dispositifs médicaux,SEBAC,16 ave des Louvresses,16 ave des Louvresses,16 ave des Louvresses,16 ave des Louvresses,92230,GENNEVILLIERS
ISOOEILW,[FR],FRANCE,[DM],Dispositifs médicaux,Integra NeuroSciences Implants (France),2905 ROUTE DES DOLINES SOPHIA-ANTIPOLIS,"","","",06410,Biot
HZSHZTGY,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES LEHNING SAS,3 RUE DU PETIT MARAIS,"","","",57640,SAINTE BARBE
DHONBSEP,[FR],FRANCE,[DM],Dispositifs médicaux,VYGON,5 rue Adeline,"","","",95440,ECOUEN
GMANBWYJ,[FR],FRANCE,[DM],Dispositifs médicaux,MEDARTIS SARL,720 rue le Chatelier,ZAC de l'Ilot des Sables,"","",38090,VAULX MILIEU
TJGCHFSW,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRES JUVISE PHARMACEUTICALS,149 BOULEVARD BATAILLE DE STALINGRAD,"","","",69100,VILLEURBANNE
TNJHSUEC,[FR],FRANCE,[AUT],Autres,PHARMATHERA,1191 AVENUE DE LA RESISTANCE,CS50452,"","",83055,TOULON CEDEX
KBBAECYB,[FR],FRANCE,[DM],Dispositifs médicaux,DUOTECH,"2, Rue Michel Ange","","","",51140,Muizon
KWFJLOQD,[AE],ÉMIRATS ARABES UNIS,[DM],Dispositifs médicaux,Olympus MEA FZ-LLC,"Premises : 310, 313-318 et 328",Building : DSP Laboratory Complex,Floor 03,"",DUBAI,DUBAI
LMLTPOWX,[FR],FRANCE,[AUT],Autres,Cyble Marketing,10 rue de Nancy,"","","",75010,Paris
AKOFRZHX,[FR],FRANCE,[DM],Dispositifs médicaux,ESSOR FRANCE,15 AVENUE MARC SANGNIER,"","","",92390,VILLENEUVE LA GARENNE
ADLQYWPK,[IT],ITALIE,[MED],Médicaments humains,BRACCO IMAGING ITALIA SRL,"VIA EGIDIO FOLLI, 50","","","",20134,MILAN
GNLGELDQ,[FR],FRANCE,[AUT],Autres,agence européenne informatique,4 rue saint saens,"","","",75015,Paris
ZKXFXHHZ,[GB],ROYAUME-UNI,[PA],Prestataires associés,System Analytic,"Unit 114, The Chandlery",50 Westminster Bridge Road,"","", SE1 7QY,London
QZOBAMXZ,[FR],FRANCE,[AUT],Autres,RNP SANTE,12 avenue Victor Hugo,"","","",75116,PARIS
XSVJLCEQ,[FR],FRANCE,[MED],Médicaments humains,Laboratoires Crinex,"3,rue de Gentilly","","",BP 337,92541,MONTROUGE
ERUIXHYL,[FR],FRANCE,[PA],Prestataires associés,EXAFIELD,293 CHEMIN DES TRAVERSIERS,"","","",84210,PERNES LES FONTAINES
TTELVCOY,[FR],FRANCE,[DM],Dispositifs médicaux,arard,100 avenue des Templiers,Parc d'Activités de Napollon,"","",13676,AUBAGNE cedex
HKNZTLAM,[FR],FRANCE,[DM],Dispositifs médicaux,SINCLAIR PHARMA,35 rue d'Artois,"","","",75008,PARIS
VUKRELPL,[DE],ALLEMAGNE,[DM],Dispositifs médicaux,Sequent Medical GmbH,An der Marienkapelle 10,"","","",53179,Bonn
NIRAODVY,[FR],FRANCE,[PA],Prestataires associés,ISIS PARIS OUEST,10 RUE DES PEUPLIERS,"","","",92000,NANTERRE
ELHEFNOH,[FR],FRANCE,[DM],Dispositifs médicaux,BSN medical SAS,Rue du Millénaire,BP 22,"","",72320,VIBRAYE
UZCMEOOT,[FR],FRANCE,[PC],Produits cosmétiques,SOTHYS PARIS,128 rue du Faubourg Saint Honoré,"","","",75008,Paris
NVYYKGBW,[FR],FRANCE,[MED],Médicaments humains,LABORATOIRE ATO-ZIZINE,69 rue de Wattignies,"","","",75012,PARIS
JASMBKBK,[FR],FRANCE,[PA],Prestataires associés,IXAIR,PA la Colombe,40 rue de la Hervière,"","",50800,LA COLOMBE
KNWFGYMQ,[CH],SUISSE,[MED],Médicaments humains,BRACCO SUISSE SA,VIA CANTONALE,"","","",6928,MANNO
PXJBQAPM,[FR],FRANCE,[DM],Dispositifs médicaux,ISIS PARIS NORMANDIE,35 BOULEVARD DE LA PAIX,"","","",92400,COURBEVOIE
ATKFFQQG,[FR],FRANCE,[PA],Prestataires associés,CARDIF ASSISTANCE,"62, 70 rue Blanchard","","","",92260,Fontenay-Aux-Roses
XLLXQVLB,[FR],FRANCE,[DM],Dispositifs médicaux,AXDOM VAR,"207, rue de Hyères",ZA Les Playes,"","",83140,SIX FOURS LES PLAGES
EXXWANDZ,[GB],ROYAUME-UNI,[MED],Médicaments humains,NPS Pharma UK Limited,"Lakeside House, 1 Furzeground Way, Stockley Park","","","",UB11 1BD,Heathrow
SEPFYPNL,[FR],FRANCE,[DM],Dispositifs médicaux,Ortho Union,234 Route de Grenoble,Espace Icardo Bat A,"","",06200,Nice
QGLFDIXH,[FR],FRANCE,[DM],Dispositifs médicaux,CERMAVEIN,219 RUE LAZLO BIRO,Technopole Archamps,"","",74160,ARCHAMPS
WNOBJNZS,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,INSTITUT DE BIOTECHNOLOGIES J. BOY,Pôle Technologique Henri Farman,4 allée Albert Caquot,"","",51100,REIMS
BORNCBNB,[FR],FRANCE,[AUT],Autres,NUTRIMEDIA,23 Rue Marie DEBOS,"","","",92120,MONTROUGE
HPRNENAB,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,THERADIAG SA,4 boulevard de Beaubourg,Actipôle 25,"","",77183,CROISSY-BEAUBOURG
AXJSHIOI,[FR],FRANCE,[AUT],Autres,GN OTOMETRICS,15 RUE DU SAULE TRAPU,"","","",91300,MASSY
DNOLFPVC,[GB],ROYAUME-UNI,[MED],Médicaments humains,Field Scope Int Ltd,Fieldscope international,"Bio Park, Broadwater Road",Fieldscope international,Fieldscope international,AL7 3AX,Hertfordshire
VBYOEMBK,[FR],FRANCE,[PA],Prestataires associés,ISIS GUADELOUPE,38 RUE DE LA REPUBLIQUE,"","","",97100,BASSE TERRE
FVSQWMJD,[FR],FRANCE,[DM],Dispositifs médicaux,Lamidey Noury Medical,3 rue des Petits Ruisseaux ZA des Godets,"","","",91370,Verrières le Buisson
CCYXRENA,[FR],FRANCE,[DM],Dispositifs médicaux,PLASMA SURGICAL SARL,ZA de Courtaboeuf ,Bâtiment Kerria,14 avenue du Québec,"",91140,VILLEBON-SUR-YVETTE
VPNIUYOM,[FR],FRANCE,[PC],Produits cosmétiques,C.F.E.B. SISLEY,16 avenue George V,"","","",75008,PARIS
QYJPXMAW,[FR],FRANCE,[DM],Dispositifs médicaux,ALKAPHARM,102 AVENUE GASTON ROUSSEL,"","","",93230,ROMAINVILLE
RXZZIWLE,[FR],FRANCE,[DMDIV],Dispositifs médicaux de diagnostic in vitro,MULTIPLICOM,181 Avenue Jean Jaurès,Immeuble La Tannerie,"","",69007,Lyon
YOEFXHNB,[FR],FRANCE,[PC],Produits cosmétiques,FARCODERM France,"4, rue Yves Collet","","","",29200,BREST
XOHQUVTC,[FR],FRANCE,[AUT],Autres,ESAOTE Medical,ZA du Bel Air,"10, rue de Témara","","",78100,Saint-Germain-en-Layet
JHOFOVKZ,[FR],FRANCE,[PA],Prestataires associés,ELIA MEDICAL PARIS OUEST,ZI LA CROIX BLANCHE,"","","",78350,LES LOGES EN JOSAS
HGZGAAQJ,[FR],FRANCE,[DM],Dispositifs médicaux,ISIS LANGUEDOC ROUSSILLON,109 RUE FRANCOIS COLI,ESPACE COMMERCIAL FREJORGUES OUEST,"","",34130,MAUGUIO
ZJFVYRIK,[FR],FRANCE,[MED],Médicaments humains,BOIRON,2 AVENUE DE L'OUEST LYONNAIS,"","","",69510,MESSIMY
HLEYBKLS,[BE],BELGIQUE,[PA],Prestataires associés,Pharm-Olam International SPRL,Dorp 14a,"","","",3272,Testelt
BMDONEPD,[FR],FRANCE,[AUT],Autres,AJ4MED,13 BIS RUE JOSEPH CUGNOT,"","","",57070,METZ
